Identifiant Museofile;Region administrative;Commune;Nom officiel du musee;Adresse;URL;Latitude;Longitude
M0896;Provence-Alpes-Cote-d'Azur;Aix-en-Provence;musee du pavillon de Vendome;34 rue Celony ou 13 rue de la Molle;www.aixenprovence.fr/Musee-du-Pavillon-de-Vendome;43,530846;5,439915
M0901;Provence-Alpes-Cote-d'Azur;Arles;musee de l'Arles antique;Presqu'ile du cirque romain;www.arles-antique.departement13.fr/;43,67275306;4,61717583
M0903;Provence-Alpes-Cote-d'Azur;Arles;musee camarguais;Parc naturel regional de Camargue;museedelacamargue.com/;43,67679;4,61542
M0906;Provence-Alpes-Cote-d'Azur;Istres;musee Rene Beaucaire;Metropole Aix Marseille Provence / Istres Ouest Provence;www.musees-mediterranee.org/portail/index.php?menu=1&num_musee=18;43,50979988;4,991101411
M0909;Provence-Alpes-Cote-d'Azur;Les-Baux-de-Provence;musee-fondation Louis Jou;Grand-rue Frederic Mistral Le Village;www.fondationlouisjou.org/;43,744256;4,795333
M0910;Provence-Alpes-Cote-d'Azur;Les-Baux-de-Provence;musee d'histoire et d'archeologie des Baux-de-Provence;;;43,743732;4,794938
M0917;Provence-Alpes-Cote-d'Azur;Marseille;musee Grobet-Labadie;140 boulevard Lonchamp;musees.marseille.fr/musee-grobet-labadie-mgl-0;43,303412;5,392866
M0918;Provence-Alpes-Cote-d'Azur;Marseille;musee d'histoire de Marseille;2, rue Henri Barbusse;musees.marseille.fr/musee-dhistoire-de-marseille-mhm;43,298168;5,374162
M0923;Provence-Alpes-Cote-d'Azur;Martigues;musee Ziem;9, Boulevard du 14 juillet;www.ville-martigues.fr/loisirs/culture/musee-ziem;43,408336;5,054107
M0926;Provence-Alpes-Cote-d'Azur;Saint-Remy-de-Provence;musee des Alpilles Pierre de Brun;1 Place Favier;www.mairie-saintremydeprovence.com/que-faire-a-saint-remy/envie-de-culture/musee-des-alpilles/;43,789218;4,831075
M0895;Provence-Alpes-Cote-d'Azur;Aix-en-Provence;musee de l'atelier de Paul Cezanne;9 avenue Paul Cezanne;www.cezanne-en-provence.com/les-sites-de-cezanne/atelier-de-cezanne/;43,537816;5,446601
M0897;Provence-Alpes-Cote-d'Azur;Aix-en-Provence;musee des tapisseries;28, place des Martyrs de la Resistance;www.aixenprovence.fr/Musee-des-Tapisseries;43,531366;5,447546
M0900;Provence-Alpes-Cote-d'Azur;Arles;musee Reattu;10 rue du Grand Prieure;www.museereattu.arles.fr/;43,679186;4,627903
M0905;Provence-Alpes-Cote-d'Azur;Fontvieille;musee Alphonse Daudet;avenue des Moulins;www.fontvieille.fr/patrimoine/;43,380746;5,679968
M0908;Provence-Alpes-Cote-d'Azur;Lambesc;musee folklorique du vieux Lambesc;2 rue du Jas;www.lambesc.fr/mes-sorties/loisirs-et-culture/musee-du-vieux-lambesc/;43,651927;5,261964
M0913;Provence-Alpes-Cote-d'Azur;Marseille;musee des beaux-arts;Musee des Beaux-Arts;musees.marseille.fr/musee-des-beaux-arts-mba;43,30471864;5,394041458
M0927;Provence-Alpes-Cote-d'Azur;Saintes-Maries-de-la-Mer;musee Baroncelli;6 avenue Theodore Aubanel;en cours de realisation;43,45124;4,427775
M1094;Provence-Alpes-Cote-d'Azur;Marseille;musee d'art contemporain - galeries contemporaines;69 avenue d'Haïfa;musees.marseille.fr/musee-dart-contemporain-mac;43,250815;5,389874
M7044;Provence-Alpes-Cote-d'Azur;Marseille;museum d'histoire naturelle;7 rue Edouard Stephan;musees.marseille.fr/museum-dhistoire-naturelle-mhnm-0;43,305143;5,394121
M7064;Provence-Alpes-Cote-d'Azur;Aix-en-Provence;museum d'histoire naturelle;7 allee des robiniers;www.aixenprovence.fr/Museum-d-histoire-naturelle-1039;43,533792;5,423327
M0899;Provence-Alpes-Cote-d'Azur;Aix-en-Provence;musee Paul Arbaud;2A rue du Quatre-Septembre;www.aixenprovence.fr/Musee-Arbaud;43,526201;5,449931
M0907;Provence-Alpes-Cote-d'Azur;La Ciotat;musee ciotaden;1 quai Ganteaume;www.museeciotaden.org/;43,173755;5,60973
M0911;Provence-Alpes-Cote-d'Azur;Maillane;musee Frederic Mistral;11 rue Lamartine;museemistral.fr/;43,831079;4,782653
M0915;Provence-Alpes-Cote-d'Azur;Marseille;musee Cantini;19 rue Grignan;musees.marseille.fr/musee-cantini-0;43,292383;5,378137
M0928;Provence-Alpes-Cote-d'Azur;Salon-de-Provence;musee de Salon et de la Crau;avenue Roger Donnadieu;www.salondeprovence.fr/index.php/salon-a-de-la-crau;43,64095;5,104363
M0929;Provence-Alpes-Cote-d'Azur;Salon-de-Provence;musee de l'Emperi;;www.salondeprovence.fr/index.php/emperi;43,640227;5,096576
M1168;Provence-Alpes-Cote-d'Azur;Saint-Remy-de-Provence;musee Estrine;8 rue Lucien Estrine;musee-estrine.fr/;43,788801;4,832266
M1215;Provence-Alpes-Cote-d'Azur;Aix-en-Provence;Fondation Vasarely;1, Avenue Marcel Pagnol;www.fondationvasarely.org/;43,52129292;5,424644779
M5002;Provence-Alpes-Cote-d'Azur;Marseille;musee des civilisations de l'Europe et de la mediterranee;Esplanade J4 - 7 promenade Robert Laffont;www.mucem.org/;43,29690491;5,361071769
M0894;Provence-Alpes-Cote-d'Azur;Aix-en-Provence;musee Granet;Place Saint-Jean-de-Malte;www.museegranet-aixenprovence.fr/nc/accueil.html;43,494315;5,410889
M0898;Provence-Alpes-Cote-d'Azur;Aix-en-Provence;musee du vieil Aix;17 rue Gaston de Saporta;www.aixenprovence.fr/Musee-du-Vieil-Aix-1052;43,530857;5,447432
M0912;Provence-Alpes-Cote-d'Azur;Marseille;cabinet des monnaies et medailles;1 place Carli;musees.marseille.fr/cabinet-des-monnaies-et-medailles;43,295789;5,383313
M0920;Provence-Alpes-Cote-d'Azur;Marseille;musee des arts africains, oceaniens, amerindiens;2 rue de la Charite;musees.marseille.fr/musee-darts-africains-oceaniens-amerindiens-maaoa;43,300172;5,367602
M0924;Provence-Alpes-Cote-d'Azur;Saint-Cannat;musee Suffren et du vieux Saint-Cannat;3 Avenue Pasteur;www.saint-cannat.fr/tourisme-loisirs/culture/musee-suffren.html;43,621602;5,295178
M0925;Provence-Alpes-Cote-d'Azur;Saint-Chamas;musee du vieux Saint-Chamas;Saint-Chamas;musee.paullafran.free.fr/;43,554245;5,072251
M9003;Provence-Alpes-Cote-d'Azur;Aubagne / Puyloubier;musee de la Legion etrangere;Route de la Thuillere;www.legion-etrangere.fr/mdl/pages_dossier.php?id=72&titre=Musee-de-la-Legion-etrangere;43,29353801;5,553768625
M0866;Provence-Alpes-Cote-d'Azur;Gap;musee departemental des Hautes-Alpes;6 avenue Marechal Foch;collections-musee.hautes-alpes.fr/;44,562625;6,085573
M0865;Provence-Alpes-Cote-d'Azur;Aiguilles;musee du vieux Queyras;S'adresser au musee departemental de Gap;museum.hautes-alpes.fr/;44,56249939;6,08657769
M0937;Provence-Alpes-Cote-d'Azur;Hyeres;musee municipal;14 avenue Joseph Clotis;www.hyeres.fr/musee-des-cultures-et-du-paysage;43,119997;6,130519
M0940;Provence-Alpes-Cote-d'Azur;Saint-Raphaël;musee archeologique;Parvis de la vieille l'egise rue des templiers;www.ville-saintraphael.fr/cultivee/musees/musee-archeologique;43,42598958;6,769881215
M0932;Provence-Alpes-Cote-d'Azur;Brignoles;musee du pays brignolais;Place des Comtes de Provence;www.brignoles.fr/patrimoine-historique/palais-des-comtes-de-provence-392.html;43,404216;6,061427
M0936;Provence-Alpes-Cote-d'Azur;Frejus;musee archeologique;Place Calvini;www.ville-frejus.fr/fr/decouvrir-et-sortir/histoire-et-patrimoine/musees-et-monuments/musee-archeologique/;43,433569;6,736721
M0938;Provence-Alpes-Cote-d'Azur;La Garde;musee Jean Aicard;Avenue du 11 mai 1945;toulon.fr/envie-bouger/article/musee-jean-aicard-paulin-bertrand;43,131242;5,931994
M9008;Provence-Alpes-Cote-d'Azur;Frejus;musee des troupes de marine;Avenue des Troupes de Marine;www.defense.gouv.fr/terre/histoire-et-patrimoine/patrimoine/musees/musee-des-troupes-de-marine;43,47210159;6,721402172
M0933;Provence-Alpes-Cote-d'Azur;Draguignan;musee des Beaux-Arts;9 rue de la Republique;www.ville-draguignan.fr/actionmunicipale/culture;43,537982;6,464818
M0941;Provence-Alpes-Cote-d'Azur;Saint-Tropez;musee de l'Annonciade;place Grammont;www.saint-tropez.fr/?s=mus%C3%A9e+de+l%27annonciade;43,270865;6,637291
M0943;Provence-Alpes-Cote-d'Azur;Toulon;musee d'art de Toulon - M.A.T.;113 boulevard du Marechal Leclerc;toulon.fr/node/2416;43,125971;5,927245
M1182;Provence-Alpes-Cote-d'Azur;Frejus;musee d'archeologie gallo-romaine du Var;Place Calvini;www.ville-frejus.fr/fr/decouvrir-et-sortir/histoire-et-patrimoine/musees-et-monuments/musee-archeologique/;43,43347344;6,736489014
M0930;Provence-Alpes-Cote-d'Azur;Aiguines;musee des tourneurs;rue Haute;museedestourneurssurbois.com;43,776017;6,243581
M0931;Provence-Alpes-Cote-d'Azur;Bormes-les-Mimosas;musee des arts et d'histoire;103 rue Carnot;www.bormeslesmimosas.com/sites/default/files/upload/Quoi Faire/Visites et Patrimoine/Arts et histoire/musee-arts-et-histoire.jpg;43,150793;6,340584
M0942;Provence-Alpes-Cote-d'Azur;Sollies-Ville;musee Jean Aicard;3 rue Marseillaise;solliesville.fr/les-musees/;43,181724;6,039364
M7061;Provence-Alpes-Cote-d'Azur;Toulon;museum d'histoire naturelle;737, chemin du Jonquet;museum.var.fr/ws/home/app/collection/expo;43,143305;5,910861
M9007;Provence-Alpes-Cote-d'Azur;Draguignan;musee de l'artillerie;Quartier Bonaparte avenue de La Grande Armee;artillerie.asso.fr/musee/;43,529648;6,495058
M0934;Provence-Alpes-Cote-d'Azur;Draguignan;musee de la societe d'etudes scientifiques et archeologiques;21 allee d'Azemar;societe-etudes-draguignan.com/web/?page_id=11;43,536558;6,461588
M0935;Provence-Alpes-Cote-d'Azur;Draguignan;musee des arts et traditions populaires de moyenne Provence;75 place georges brassens;culture.dracenie.com/musee-des-arts-et-traditions-populaires/;43,538282;6,463862
M0953;Provence-Alpes-Cote-d'Azur;Cavaillon;musee Jouve;20 rue Chabran;www.cavaillon.fr/le-musee-jouve.html;43,837324;5,038776
M0959;Provence-Alpes-Cote-d'Azur;Orange;musee municipal;rue Madeleine Roch;www.ville-orange.fr/article193.html;44,135887;4,807526
M0960;Provence-Alpes-Cote-d'Azur;Sault;musee municipal;;;44,091143;5,408027
M0961;Provence-Alpes-Cote-d'Azur;Vaison-la-Romaine;musee archeologique Theo Desplans;Place du chanoine Sautel;www.vaison-la-romaine.com/spip.php?rubrique32;44,246355;5,072128
M0962;Provence-Alpes-Cote-d'Azur;Valreas;musee du cartonnage et de l'imprimerie;3 avenue du Marechal Foch;www.vaucluse.fr/culture-et-patrimoine/les-musees-departementaux/le-musee-du-cartonnage-et-de-limprimerie-a-valreas-867.html;44,382664;4,987351
M0952;Provence-Alpes-Cote-d'Azur;Cavaillon;musee de l'hotel-Dieu;Place Jean Bastide;www.cavaillon.fr/le-musee-archeologique.html;43,836985;5,037862
M0955;Provence-Alpes-Cote-d'Azur;Cucuron;musee Marc Deydier;rue de l'Eglise;cucuron.fr/vie-culturelle/musee-marc-deydier/;43,772678;5,440606
M7021;Provence-Alpes-Cote-d'Azur;Avignon;museum d'histoire naturelle Esprit Requien;67 rue Joseph Vernet;www.museum-requien.org;43,946695;4,803397
M0946;Provence-Alpes-Cote-d'Azur;Avignon;musee Calvet (et musee lapidaire);65 rue Joseph Vernet;www.musee-calvet.org/;43,946985;4,803388
M0949;Provence-Alpes-Cote-d'Azur;Carpentras;musees Comtadin et Duplessis;234 Boulevard Albert Durand;inguimbertine.carpentras.fr/;44,0543;5,045479
M0956;Provence-Alpes-Cote-d'Azur;Fontaine-de-Vaucluse;musee-bibliotheque Petrarque;Rive gauche de la Sorgue;www.vaucluse.fr/culture-et-patrimoine/les-musees-departementaux/le-musee-bibliotheque-francois-petrarque-a-fontaine-de-vaucluse-866.html;43,91753;5,056541
M0945;Provence-Alpes-Cote-d'Azur;Apt;musee municipal d'archeologie;14 place du Postel;;43,875736;5,397687
M0950;Provence-Alpes-Cote-d'Azur;Carpentras;musee lapidaire et archeologie;Rue des Saintes-Maries;inguimbertine.carpentras.fr/;44,055939;5,046763
M0951;Provence-Alpes-Cote-d'Azur;Carpentras;musee Sobirats;112 rue du College;inguimbertine.carpentras.fr/;44,054477;5,046269
M0954;Provence-Alpes-Cote-d'Azur;Cavaillon;synagogue musee juif comtadin;Rue Hebraïque;www.cavaillon.fr/le-musee-juif-contadin.html;43,836842;5,038553
M0958;Provence-Alpes-Cote-d'Azur;Mazan;musee municipal;rue Saint-Nazaire;;44,056743;5,12788
M0947;Provence-Alpes-Cote-d'Azur;Avignon;musee du Petit Palais;Place du Palais des Papes;www.petit-palais.org/;43,951088;4,806317
M0957;Provence-Alpes-Cote-d'Azur;Lourmarin;musee Philippe de Girard;S'adresser à la mairie;;43,76316809;5,363626709
M1180;Provence-Alpes-Cote-d'Azur;Fontaine-de-Vaucluse;musee Jean Garcin 39-45 : l'appel de la liberte;Chemin du gouffre;www.vaucluse.fr/culture-et-patrimoine/les-musees-departementaux/le-musee-d-histoire-jean-garcin-39-45-a-fontaine-de-vaucluse-865.html;43,922626;5,127397
M1061;Territoires et departements d'outre-mer;Pointe-à-Pitre;musee Schoelcher;24 rue Peynier;;16,237697;-61,537737
M1062;Territoires et departements d'outre-mer;Pointe-à-Pitre;musee Saint-John-Perse;9 rue de Nozieres;;16,236416;-61,535945
M7056;Territoires et departements d'outre-mer;Pointe-à-Pitre;musee l'Herminier;s'adresser à l'office du tourisme;;16,2385073;-61,53672708
M1060;Territoires et departements d'outre-mer;Le Moule;musee precolombien Edgar Clerc;;;15,850088;-61,646677
M1059;Territoires et departements d'outre-mer;Grand-Bourg;ecomusee de Marie-Galante;Section Murat;www.destination-marie-galante.fr/site-habitation-murat.php;15,876666;-61,298004
M1063;Territoires et departements d'outre-mer;Cayenne;musee departemental Alexandre Franconie;1 Avenue du General-de-Gaulle;amazonian-museum-network.org/fr/les-musees-d-amazonie/musee-alexandre-franconie;4,938177;-52,334359
M1064;Territoires et departements d'outre-mer;Cayenne;musee des arts et traditions populaires de la Guyane;78 rue Madame Paye;amazonian-museum-network.org/fr/les-musees-d-amazonie/musee-des-cultures-guyanaises;4,94156;-52,32837
M1095;Territoires et departements d'outre-mer;Regina;ecomusee de l'Approuague;;www.emak-regina.fr/;5,166319942;-52,65043417
M1078;Territoires et departements d'outre-mer;Saint-Louis;musee des arts decoratifs de l'Ocean indien;17 A, chemin Maison Rouge;museesreunion.fr/madoi/;-21,26765;55,411839
M1070;Territoires et departements d'outre-mer;Saint-Gilles-les-Hauts;musee de Villele;Domaine de Panon-Desbassayns;www.musee-villele.re/fr/;-21,05591776;55,26440939
M7014;Territoires et departements d'outre-mer;Saint-Denis-de-la-Reunion;museum d'histoire naturelle;1 rue Poivre;www.departement974.fr/museum;-20,887712;55,451452
M1068;Territoires et departements d'outre-mer;Piton-Saint-Leu;musee agricole et industriel Stella Matutina;10 allee des flamboyants;museesreunion.fr/musee-stella-matutina/;-21,201257;55,296082
M1069;Territoires et departements d'outre-mer;Saint-Denis-de-la-Reunion;musee Leon Dierx;28 rue de Paris;www.departement974.fr/actualite/musee-leon-dierx-musee-de-france-patrimoine-departemental;-20,883698;55,450251
M1067;Territoires et departements d'outre-mer;Les Trois-Ilets;maison de la canne;Quartier Vatable;www.martinique.org/node/24376/PCUMAR972V50084M/detail/les-trois-ilets/la-maison-de-la-canne;14,531893;-61,026775
M1065;Territoires et departements d'outre-mer;Fort-de-France;musee departemental d'archeologie;9 rue de La Liberte;www.martinique.org/node/24376/PCUMAR972V5000OQ/detail/fort-de-france/musee-departemental-d-archeologie-et-de-prehistoire-de-la-martinique;14,60331;-61,068675
M1066;Territoires et departements d'outre-mer;Fort-de-France;musee regional d'histoire et d'ethnologie;10 boulevard du General de Gaulle;www.martinique.org/node/24376/PCUMAR972V5000OO/detail/fort-de-france/musee-regional-d-histoire-et-d-ethnographie?page=2;14,606106;-61,065619
M7059;Territoires et departements d'outre-mer;Saint-Pierre-de-la-Martinique;musee vulcanologique;169 rue Victor-Hugo;saintpierre-martinique.fr/musee-franck-perret/;14,743103;-61,175994
M1081;Territoires et departements d'outre-mer;Riviere-Pilote;ecomusee de la Martinique;quai Anse-du-figuier;www.martinique.org/node/24376/PCUMAR972V5000OU/detail/riviere-pilote/ecomusee;14,463029;-60,909569
M7036;Territoires et departements d'outre-mer;Fort-de-France;museum d'histoire naturelle;Parc Floral;;14,624376;-61,049824
M1181;Territoires et departements d'outre-mer;Fort-de-France;musee du Pere Pinchon;;www.martinique.org/node/24376/PCUMAR972V5042NH/detail/fort-de-france/musee-du-pere-pinchon?page=2;14,649226;-61,070648
M1209;Territoires et departements d'outre-mer;Mayotte;MuMa - musee de Mayotte;;www.cg976.fr/actualite/355/le-musee-de-mayotte-muma-premier-musee-de-france-a-mayotte;-12,774184;45,282721
M1071;Territoires et departements d'outre-mer;Saint-Pierre;musee de l'Arche;rue du 11 novembre;www.arche-musee-et-archives.net/fr/;46,777283;-56,175795
