Identifiant Museofile;Region administrative;Commune;Nom officiel du musee;Adresse;URL;Latitude;Longitude
M0333;Bourgogne-Franche-Comte;Besançon;musee du temps;96 Grande rue;www.mdt.besancon.fr/;47,235978;6,0268
M0336;Bourgogne-Franche-Comte;Montbeliard;musee Beurnier-Rossel;8 place Saint-Martin;www.montbeliard.fr/mes-sorties-mes-activites/musees-de-montbeliard.html;47,509957;6,797684
M0357;Bourgogne-Franche-Comte;Gray;musee Baron Martin;6 rue Pigalle;www.musee-baronmartin.fr/;47,446411;5,592781
M0354;Bourgogne-Franche-Comte;Champlitte;musee departemental Albert Demard;Chateau de Champlitte;musees.haute-saone.fr/;47,617066;5,517093
M0356;Bourgogne-Franche-Comte;Fougerolles;ecomusee du pays de la cerise;206, le Petit Fahys;ecomusee-fougerolles.fr/;47,90731793;6,400821913
M0355;Bourgogne-Franche-Comte;Chateau-Lambert;musee departemental de la montagne Albert Demard;3 place du 19 mars 1962;musees.haute-saone.fr/chateau-lambert/;47,836247;6,734944
M0358;Bourgogne-Franche-Comte;Luxeuil-les-Bains;musee de la Tour des echevins;36, rue Victor-Genoux;www.ville-luxeuil-les-bains.fr/musees.htm;47,816821;6,380482
M0359;Bourgogne-Franche-Comte;Vesoul;musee municipal Georges Garret;1 rue des Ursulines;www.vesoul.fr/sortir-bouger-se-divertir/musee-georges-garret.html;47,623695;6,155771
M0348;Bourgogne-Franche-Comte;Moirans-en-Montagne;musee du jouet;5 rue du Murgin;www.musee-du-jouet.com/;46,433004;5,726307
M0351;Bourgogne-Franche-Comte;Poligny;musee municipal;49 grande rue;www.musee-poligny.fr/;46,836426;5,708802
M0353;Bourgogne-Franche-Comte;Salins-les-Bains;Musee de la Grande Saline;3 Place des Salines;www.salinesdesalins.com/;46,937242;5,876684
M0344;Bourgogne-Franche-Comte;Champagnole;musee municipal d'archeologie;26 rue Baronne-Delort;www.champagnole.fr/item/musee-archeologique/;46,74651;5,907547
M0347;Bourgogne-Franche-Comte;Dole;musee des beaux-arts et d'archeologie;85 rue des Arenes;www.doledujura.fr/musee-des-beaux-arts/;47,089059;5,488205
M0350;Bourgogne-Franche-Comte;Morez;Viseum-musee de la lunette (collections du musee de la lunette et du musee Jourdain);Place Jean Jaures;www.musee-lunette.fr/fr;46,521;6,022578
M1169;Bourgogne-Franche-Comte;Saint-Claude;musee de beaux-arts;3 place de l'abbaye;museedelabbaye.fr/home/anim.php;46,386209;5,865239
M0341;Bourgogne-Franche-Comte;Arbois;musee Sarret de Grozon;9 Grande rue;www.arbois.fr/musee-d-art-hotel-sarret-de-grozon.htm;46,902604;5,774717
M0343;Bourgogne-Franche-Comte;Baume-les-Messieurs;musee de l'artisanat jurassien;22 Rue de l'Abbaye;;46,70795;5,648585
M0345;Bourgogne-Franche-Comte;Lons-le-Saunier;musee des beaux-arts;place Philibert de Chalon;www.lonslesaunier.fr/les-musees/musee-des-beaux-arts/;46,675861;5,553907
M0342;Bourgogne-Franche-Comte;Arbois;musee de la vigne et du vin;;www.arbois.fr/musee-de-la-vigne-et-du-vin-du-jura.htm;46,902412;5,773686
M0346;Bourgogne-Franche-Comte;Lons-le-Saunier;musee d'archeologie;133 rue Rene Maire;www.lonslesaunier.fr/les-musees/musee-darcheologie/;46,684566;5,579336
M0149;Bourgogne-Franche-Comte;Chateau-Chinon;musee du Septennat;6, rue du Chateau;nievre.fr/cadre-de-vie/culture-et-patrimoine/musees/cite-museale/;47,06721;3,934311
M0151;Bourgogne-Franche-Comte;Cosne-Cours-sur-Loire;musee de la Loire;place de La Resistance;www.museedelaloire.fr/;47,410548;2,922768
M0155;Bourgogne-Franche-Comte;Nevers;musee de la faïence Frederic Blandin;16, rue St-Genest;culture.nevers.fr/musee/;46,98629;3,155037
M0150;Bourgogne-Franche-Comte;Clamecy;musee d'art et d'histoire Romain Rolland;Avenue de la Republique;www.clamecy.fr/index.php/Mus%C3%A9e-d-Art-et-d-Histoire-Romain-Rolland?idpage=320&idmetacontenu=;47,460604;3,520823
M0152;Bourgogne-Franche-Comte;La Charite-sur-Loire;musee municipal;8 cour du Chateau;;47,178081;3,016449
M0158;Bourgogne-Franche-Comte;Saint-Amand-en-Puysance;musee du gres;Grande rue;nievre.fr/cadre-de-vie/culture-et-patrimoine/musees/saint-amand-en-puisaye-musee-du-gres/;47,529775;3,07388
M0157;Bourgogne-Franche-Comte;Pouilly-sur-Loire;musee Ernest Guedon;17, quai Jules-Pabiot;;47,285947;2,949487
M0159;Bourgogne-Franche-Comte;Varzy;musee Auguste Grasset;Place de la Mairie;varzy.fr/vie-municipale/musee-municipal-auguste-grasset/;47,357394;3,386114
M0148;Bourgogne-Franche-Comte;Chateau-Chinon;musee du costume;6, rue du Chateau;nievre.fr/cadre-de-vie/culture-et-patrimoine/musees/cite-museale/;47,06721;3,934311
M0153;Bourgogne-Franche-Comte;La Machine;musee de la mine;1 avenue de La Republique;nievre.fr/cadre-de-vie/culture-et-patrimoine/musees/la-machine-musee-de-la-mine/;46,889225;3,463514
M0156;Bourgogne-Franche-Comte;Nevers;musee archeologique de la porte du Croux;Rue de la Porte-du-Croux;www.nevers.fr/vivre-a-nevers/culture/les-musees/le-musee-archeologique-du-nivernais-porte-du-croux;46,986949;3,154223
M0163;Bourgogne-Franche-Comte;Blanzy;musee de la mine et des hommes;34, rue du Bois-Clair;www.musee-mine-blanzy.fr/;46,701488;4,382962
M0175;Bourgogne-Franche-Comte;Paray-le-Monial;musee municipal;;;46,450396;4,119117
M0179;Bourgogne-Franche-Comte;Romenay;musee du terroir;Place de l'Eglise;www.ecomusee-bresse71.fr/;46,503251;5,067591
M7019;Bourgogne-Franche-Comte;Autun;museum d'histoire naturelle;12-14, rue Saint-Antoine;www.autun.com/sortir-a-autun/les-lieux-de-loisirs/le-museum-dhistoire-naturelle;46,947996;4,301812
M0166;Bourgogne-Franche-Comte;Chalon-sur-Saone;musee Nicephore Niepce;28, quai des Messageries;www.museeniepce.com/;46,780045;4,855727
M0168;Bourgogne-Franche-Comte;Charolles;musee du Prieure Jean Laronze;4 rue du Prieure;www.ville-charolles.fr/musees;46,432412;4,279872
M0173;Bourgogne-Franche-Comte;Macon;musee Lamartine;5, rue de la Prefecture;www.macon.fr/vivre-et-bouger-a-macon/culture/musee-des-ursulines;46,307508;4,833156
M0180;Bourgogne-Franche-Comte;Solutre-Pouilly;musee departemental de prehistoire;Chemin de la Roche;rochedesolutre.com/musee-de-prehistoire/;46,295079;4,732247
M0183;Bourgogne-Franche-Comte;Verdun-sur-le-Doubs;maison du ble et du pain;rue du Pont;www.ecomusee-bresse71.fr/;46,897337;5,024918
M0181;Bourgogne-Franche-Comte;Tournus;musee Greuze - hotel-Dieu;21 rue de l'Hopital;musee-greuze.fr/;46,562137;4,910839
M0161;Bourgogne-Franche-Comte;Autun;musee Rolin;3, rue des Bancs;www.museerolin.fr/node/132;46,945723;4,299216
M0165;Bourgogne-Franche-Comte;Chalon-sur-Saone;musee Vivant Denon;Place de l'Hotel de Ville;www.museedenon.com/;46,78105;4,853082
M0167;Bourgogne-Franche-Comte;Charolles;musee Rene Davoine;32, rue Rene Davoine;www.ville-charolles.fr/musee-du-prieure-jean-laronze;46,431434;4,273059
M0170;Bourgogne-Franche-Comte;Le Creusot - Montceau-les-Mines;ecomusee de la communaute Le Creusot - Montceau-les-Mines;BP 53;www.ecomusee-creusot-montceau.fr/spip.php?rubrique51;46,80448;4,428059
M0171;Bourgogne-Franche-Comte;Louhans;musee municipal;29 rue des Dodanes;www.louhans-chateaurenaud.fr/culture-et-patrimoine/monuments-et-musees/155-le-musee-municipal;46,87264;5,275048
M0177;Bourgogne-Franche-Comte;Pierre-de-Bresse;ecomusee de la Bresse bourguignonne;BP 12;www.ecomusee-bresse71.fr/;46,88298;5,261603
M1199;Bourgogne-Franche-Comte;Saint-Leger-sous-Beuvray;musee de Bibracte;Col du Rebout;www.bibracte.fr/;46,934539;4,062979
M0160;Bourgogne-Franche-Comte;Autun;musee lapidaire Saint-Nicolas;10, rue Saint-Nicolas;www.museerolin.fr/node/132;46,955328;4,300179
M0162;Bourgogne-Franche-Comte;Autun;musee Verger-Tarin;7, rue des Sous-Chambres;;46,949043;4,302971
M0164;Bourgogne-Franche-Comte;Bourbon-Lancy;musee Saint-Nazaire;place du Musee;www.tourisme-bourbonlancy.com/-fr/musee-saint-nazaire-33;46,624065;3,768545
M0169;Bourgogne-Franche-Comte;Cluny;musee d'art et d'archeologie;;www.cluny.fr/musee-d-art-et-d-archeologie;46,433938;4,658048
M0172;Bourgogne-Franche-Comte;Macon;musee des ursulines;5, rue de la Prefecture;www.macon.fr/vivre-et-bouger-a-macon/culture/musee-des-ursulines;46,307508;4,833156
M0174;Bourgogne-Franche-Comte;Marcigny;musee de la tour du moulin;Rue de la Tour du Moulin;www.marcigny.fr/musee-de-la-tour-du-moulin;46,274562;4,044451
M0176;Bourgogne-Franche-Comte;Paray-le-Monial;musee eucharistique du Hieron;13 rue de la Paix;www.musee-hieron.fr/;46,451822;4,123021
M0178;Bourgogne-Franche-Comte;Romaneche-Thorins;musee Guillon du compagnonnage;98 rue Pierre-François Guillon;www.musee-compagnonnage71.fr/;46,187946;4,73427
M0182;Bourgogne-Franche-Comte;Tournus;musee bourguignon Perrin de Puycousin;Hotel-Dieu - musee Greuze, 21, rue de l'Hopital;;46,562137;4,910839
M0360;Bourgogne-Franche-Comte;Beaucourt;musee Frederic Japy;16 rue Frederic Japy;www.mairie-beaucourt.fr/culture/;47,485011;6,922453
M0362;Bourgogne-Franche-Comte;Etueffont;forge-musee;2 rue de Lamadeleine;www.etueffont.fr/decouvrir/patrimoine-historique.htm;47,722575;6,920842
M0361;Bourgogne-Franche-Comte;Belfort;musee d'art et d'histoire;Rue Xavier Bauer;musees.belfort.fr/musee-s-961.html;47,63757;6,867072
M1075;Bourgogne-Franche-Comte;Belfort;Cabinet d'un amateur - donation Maurice Jardot;8 rue de Mulhouse;musees.belfort.fr;47,642439;6,855466
M0190;Bourgogne-Franche-Comte;Tonnerre;musee municipal;Rue du Prieure;www.tonnerre-patrimoine.com/?s=mus%C3%A9e;47,8559;3,97555
M1189;Bourgogne-Franche-Comte;Saint-Fargeau;musee de l'aventure du son;;www.aventureduson.fr/;47,640663;3,070586
M7020;Bourgogne-Franche-Comte;Auxerre;musee d'histoire naturelle;5, boulevard Vauban;www.auxerre.fr/Attractive/Les-grands-equipements/Les-equipements-culturels/Museum;47,796936;3,564362
M0191;Bourgogne-Franche-Comte;Vezelay;musee Zervos;Rue Saint-etienne;www.yonne.fr/Culture-et-Vie-Locale/Sites-et-monuments/Musee-Zervos;47,464133;3,74361
M0184;Bourgogne-Franche-Comte;Auxerre;musee d'art et d'histoire Saint-Germain;2 bis, place Saint-Germain;www.auxerre.fr/Attractive/Les-grands-equipements/Les-equipements-culturels/Musees;47,800283;3,571975
M0186;Bourgogne-Franche-Comte;Avallon;musee de l'Avallonnais Jean Despres;5 rue du College;ville-avallon.fr/musee-de-lavallonnais-jean-despres/;47,486968;3,906795
M0188;Bourgogne-Franche-Comte;Saint-Sauveur-en-Puysance;musee Colette;;www.musee-colette.com/index.php;47,618015;3,197026
M0193;Bourgogne-Franche-Comte;Villiers-Saint-Benoit;musee d'art et d'histoire de Puisaye;Rue Paul-Huillard;mahvillierssaintbeno.wixsite.com/musee?utm_source=OT_Puisaye_Forterre&utm_medium=OT_Puisaye_Forterre&utm_campaign=OT_Puisaye_Forterre;47,780142;3,20739
M0185;Bourgogne-Franche-Comte;Auxerre;musee Leblanc-Duvernoy;9 bis, rue d'Egleny;www.auxerre.fr/Attractive/Les-grands-equipements/Les-equipements-culturels/Musees;47,795393;3,566248
M0187;Bourgogne-Franche-Comte;Noyers-sur-Serein;musee d'art naïf;25 rue de l'Eglise;noyers-et-tourisme.com/museenoyers.html;47,721479;3,966518
M0189;Bourgogne-Franche-Comte;Sens;musee municipal;135 rue des Deportes et de la Resistance;www.musees-sens.fr/le-musee/;48,197828;3,284505
M0192;Bourgogne-Franche-Comte;Villeneuve-sur-Yonne;musee villeneuvien;4, rue Carnot;www.villeneuve-yonne.fr/culture-tourisme/expositions-musees/;48,080518;3,294126
M0196;Bretagne;Saint-Brieuc;musee d'art et d'histoire;Cour Francis Renaud - Rue des lyceens martyrs;www.saint-brieuc.fr/ville-dynamique/equipements-culturels/musee-dart-et-dhistoire/;48,512139;-2,762171
M0194;Bretagne;Dinan;musee de Dinan;;www.dinan.fr/161/musee-de-dinan;48,454713;-2,050808
M0195;Bretagne;Lamballe;musee Mathurin Meheut;Place de Martray;www.musee-meheut.fr/fr/;48,46953168;-2,515800988
M0197;Bretagne;Brest;musee des beaux-arts;24 rue Traverse;musee.brest.fr/musee-accueil-3171.html;48,38529;-4,489963
M1200;Bretagne;Landevennec;musee de l'ancienne abbaye de Landevennec;Place Yann de Landevennec;www.musee-abbaye-landevennec.fr/;48,291351;-4,267455
M0200;Bretagne;Douarnenez;port-musee;BP 174;www.port-musee.org/;48,09253454;-4,332643402
M0205;Bretagne;Pont-Aven;musee;PLACE JULIA;www.museepontaven.fr/fr/;47,855497;-3,747155
M0206;Bretagne;Pont-l'Abbee;musee bigouden;Square de l'Europe;musee.ville-pontlabbe.bzh/;47,866452;-4,227768
M0207;Bretagne;Quimper;musee des beaux-arts;40, place Saint-Corentin;www.mbaq.fr/;47,996188;-4,101963
M0198;Bretagne;Commana;ecomusee des monts d'Arree;Ecomusee des Monts d'Arree;www.ecomusee-monts-arree.fr/;48.41588618665521;-4.006272428689588
M0202;Bretagne;Morlaix;musee des jacobins;place des Jacobins;musee.ville.morlaix.fr;48,577242;-3,825317
M0209;Bretagne;Tregarvan;musee de l'ecole rurale en Bretagne;Kergroas;musee-ecole.fr/;48,244359;-4,225057
M0199;Bretagne;Concarneau;musee de la pêche;3 rue Vauban;www.musee-peche.fr/;47,872103;-3,915485
M0203;Bretagne;Ouessant;ecomusee d'Ouessant - Vivre sur une ile;Village du Niou Huella;pnr-armorique.fr/destination-parc/nos-maisons-de-parc/ecomusee-douessant/;48,460549;-5,110775
M0208;Bretagne;Quimper;musee departemental breton;1 rue du Roi Gradlon;musee-breton.finistere.fr/fr/;47,995125;-4,102602
M0204;Bretagne;Ouessant;musee des phares et balises;Phare du Creac'h;www.pnr-armorique.fr/destination-parc/nos-maisons-de-parc/musee-des-phares-et-balises/;48,458998;-5,128812
M0212;Bretagne;Rennes;musee de Bretagne;10 cours des allies;www.musee-bretagne.fr/;48,105455;-1,674922
M0215;Bretagne;Saint-Malo;musee du Long-Cours Cap-hornier;Tour Solidor;www.ville-saint-malo.fr/listes/le-musee-dhistoire-maritime-de-saint-malo/;48,63419814;-2,025904669
M0216;Bretagne;Vitre;musee du chateau;BP 70627;www.mairie-vitre.com/Musees;48,12588458;-1,211799051
M0210;Bretagne;Montfort-sur-Meu;ecomusee du pays de Monfort;Boulevard Villebois Mareuil;www.montfort-sur-meu.bzh/se-divertir/montfort-linattendue/architecture-et-patrimoine/;48,141088;-1,959973
M0211;Bretagne;Rennes;musee des beaux-arts;20 Quai Emile Zola;mba.rennes.fr;48,109837;-1,674981
M0213;Bretagne;Rennes;ecomusee de la Bintinais;Chemin de La Bintinais;www.ecomusee-rennes-metropole.fr/;48,079557;-1,665571
M0214;Bretagne;Saint-Malo;musee d'histoire de la ville et d'ethnographie du pays malouin;Place Chateaubriand;www.ville-saint-malo.fr/listes/le-musee-dhistoire-maritime-de-saint-malo/;48,650738;-2,023727
M0218;Bretagne;Vitre;musee des rochers de Sevigne;Route D'argentre du Plessis;www.mairie-vitre.com/Musees;48,080418;-1,169805
M0222;Bretagne;Groix;ecomusee de l'ile de Groix;;www.groix.fr/?mode=ecomusee-maison-kerlard;47,63992;-3,434074
M0227;Bretagne;Vannes;musee d'histoire et d'archeologie;2 rue Noe;www.mairie-vannes.fr/vannesloisirs/musees/musee-dhistoire-et-darcheologie/;47,656705;-2,757726
M0221;Bretagne;Carnac;musee de prehistoire Miln-le-Rouzic;10 place de la chapelle;www.museedecarnac.com/;47,584022;-3,0785
M0224;Bretagne;Port-Louis;musee de la Compagnie des Indes;Citadelle, av. du Fort de l'Aigle;musee.lorient.bzh/;47,709147;-3,362581
M0228;Bretagne;Vannes;musee des beaux-arts;15 place Saint-Pierre;www.mairie-vannes.fr/vannesloisirs/musees/musee-des-beaux-arts-la-cohue/;47,657693;-2,757556
M1179;Bretagne;Le Faouët;musee du Faouët;1 rue de Quimper;www.museedufaouet.fr/;48,031817;-3,490833
M0225;Bretagne;Saint-Marcel;musee de la resistance bretonne;Les Hardys Behelec;www.resistance-bretonne.com/;47,800618;-2,432273
M1195;Bretagne;Baud;musee de la carte postale;3 Avenue Jean Moulin;www.lecartonvoyageur.fr/;47,875046;-3,016911
M0220;Bretagne;Brec'h;ecomusee de Saint-Degan;Rue Park Segal;www.ecomusee-st-degan.fr/;47,70843;-2,993063
M0223;Bretagne;Inzinzac-Lochrist;ecomusee industriel des forges;Mail François Giovannelli;www.inzinzac-lochrist.fr/Ecomusee-des-Forges.6681.0.html;47,824974;-3,25232
M0231;Centre-Val de Loire;Bourges;musee Esteve;13, rue Edouard Branly;www.bourges.fr/site/musee-esteve;47,085951;2,396195
M0230;Centre-Val de Loire;Bourges;musee du Berry;4-6, rue des Arenes;www.bourges.fr/site/musee-berry;47,083735;2,39325
M0233;Centre-Val de Loire;Chateaumeillant;musee Emile Chenon;10-12 rue de la Victoire;museechenon.e-monsite.com/;46,5614;2,196543
M0234;Centre-Val de Loire;Mehun-sur-Yevre;musee du chateau Charles VII;place Jean-Manceau;www.ville-mehun-sur-yevre.fr/tourisme/cite-medievale/le-musee-charles-vii;47,145214;2,21738
M0229;Centre-Val de Loire;Bourges;musee des arts decoratifs;5, rue de l'hotel Lallemant;www.bourges.fr/site/musee-arts-decoratifs;47,084683;2,398383
M0232;Centre-Val de Loire;Bourges;musee des meilleurs ouvriers de France;Hotel de Ville - place Etienne Dolet;www.bourges.fr/site/musee-meilleurs-ouvriers-france;47,081774;2,398494
M0236;Centre-Val de Loire;Vierzon;musee municipal;11 rue de la Societe Française;www.ville-vierzon.fr/musee.html;47,225192;2,060639
M7028;Centre-Val de Loire;Bourges;museum d'histoire naturelle Gabriel Foucher;Les Rives d'Auron;www.museum-bourges.net/;47,081055;2,392284
M0235;Centre-Val de Loire;Saint-Amand-Montrond;musee Saint-Vic;Cours Manuel;www.ville-saint-amand-montrond.fr/le-musee-saint-vic-f-70.html;46,720657;2,506654
M0237;Centre-Val de Loire;Bonneval;musee bonnevallais;rue saint roch;;48,181517;1,385475
M0238;Centre-Val de Loire;Chartres;musee des beaux-arts;29 Cloitre Notre-Dame;www.chartres.fr/patrimoine-historique/le-musee-des-beaux-arts/;48,447624;1,486763
M7030;Centre-Val de Loire;Chartres;museum des sciences naturelles et de prehistoire;5bis, bvd de la Courtille;;48,441822;1,490983
M0242;Centre-Val de Loire;Illiers-Combray;musee Marcel Proust;Place Lemoine;www.amisdeproust.fr/fr/musee;48,299696;1,243114
M0243;Centre-Val de Loire;Nogent-le-Rotrou;musee de l'histoire du Perche;Place Emile Maquaire;www.ville-nogentlerotrou.fr/culture/le-chateau-des-comtes-du-perche/;48,324867;0,804249
M0239;Centre-Val de Loire;Chartres-Mainvilliers;conservatoire du machinisme et des pratiques agricoles;Pont de Mainvilliers;/www.lecompa.fr/;48,44690286;1,476874842
M0240;Centre-Val de Loire;Chateaudun;musee des beaux-arts et d'histoire naturelle;3, rue Toufaire;musee-chateaudun.fr/le-musee/;48,070792;1,327905
M0241;Centre-Val de Loire;Dreux;musee d'art et d'histoire de Dreux;5-7, place du musee;www.dreux.com/le-musee;48,733472;1,368066
M0244;Centre-Val de Loire;Sainville;musee Farcot;place du Carrefour;www.coeurdebeauce.fr/le-musee-eugene-farcot/;48,415867;1,87924
M0246;Centre-Val de Loire;Azay-le-Ferron;chateau musee;31-33 rue Hersent-Luzarche;www.chateau-azay-le-ferron.com/fr/;46,851361;1,069524
M7069;Centre-Val de Loire;Lange;musee de geologie regionale;;;47,073893;1,513405
M0248;Centre-Val de Loire;Issoudun;musee de l'hospice Saint Roch;rue de l'Hospice Saint-Roch;www.museeissoudun.tv/;46,945408;1,994379
M0251;Centre-Val de Loire;Le Blanc;musee ornithologique;Place du Champ de Foire;www.parc-naturel-brenne.fr/visitez/les-incontournables/ecomusee-de-la-brenne;46,627962;1,062835
M0252;Centre-Val de Loire;Saint-Marcel;musee archeologique d'Argentomagus;Les Mersans;www.argentomagus.fr/;46,600503;1,515379
M0245;Centre-Val de Loire;Argenton-sur-Creuse;musee de la chemiserie et de l'elegance masculine;rue Charles Brillaud;www.museedelachemiserie.fr/;46,58847;1,518517
M0247;Centre-Val de Loire;Chateauroux;musee Bertrand;2 rue Descente-des-Cordeliers;www.chateauroux-metropole.fr/culture/musees-232.html;46,813737;1,694262
M0250;Centre-Val de Loire;La Chatre;musee George Sand et de la vallee noire;Square George Sand;www.museegeorgesand.fr;46,581939;1,989964
M0253;Centre-Val de Loire;Amboise;musee Hotel Morin;;www.ville-amboise.fr/97/musee-hotel-morin.htm;47,410737;0,981446
M0257;Centre-Val de Loire;Descartes;musee Descartes;29, rue Descartes;museedescartes.wixsite.com/museedescartes;46,972623;0,699988
M0266;Centre-Val de Loire;Tours;musee du compagnonnage;8, rue Nationale;www.museecompagnonnage.fr/;47,39627;0,686457
M0268;Centre-Val de Loire;Tours;musee archeologique de l'hotel Goüin;25, rue du Commerce;www.societearcheotouraine.eu/168/collections/musee-de-l-hotel-gouin;47,395094;0,684809
M0259;Centre-Val de Loire;Le Grand Pressigny;musee departemental de prehistoire;Chateau;www.prehistoiregrandpressigny.fr/;46,921003;0,800711
M0263;Centre-Val de Loire;Sainte-Maure-de-Touraine;musee municipal;rue du Chateau;www.sainte-maure-de-touraine.fr/editorial.php?id=130;47,111569;0,619769
M0265;Centre-Val de Loire;Tours;musee des beaux-arts;18 place François Sicard;mba.tours.fr;47,394698;0,694004
M0254;Centre-Val de Loire;Amboise;musee de la poste;40 rue de la Concorde;www.ville-amboise.fr/58-719/fiche/noel-blanc-le-musee-de-la-poste-se-devoile.htm;47,413925;0,985929
M0255;Centre-Val de Loire;Chinon;Le Carroi, musee d'arts et d'histoire;44, rue Haute-Saint-Maurice;www.chinon-vienne-loire.fr/culture/musee-le-carroi/presentation-du-musee/;47,167125;0,23767
M0262;Centre-Val de Loire;Sache;musee Balzac;rue du chateau;www.lysdanslavallee.fr/fr/contenu/musee-balzac;47,245703;0,544078
M0269;Centre-Val de Loire;Yzeures-sur-Creuse;musee de Minerve;place du Musee;;46,785983;0,869839
M7062;Centre-Val de Loire;Tours;museum d'histoire naturelle;3, rue du President-Merville;www.museum.tours.fr/;47,394637;0,68388
M0261;Centre-Val de Loire;Richelieu;musee municipal;place du Marche;www.ville-richelieu.fr/culture-tourisme-patrimoine/musee-et-espace-richelieu/;47,011912;0,324353
M1088;Centre-Val de Loire;Savigny-en-Veron;ecomusee du Veron;80 route de Candes;www.ecomusee-veron.fr/;47,209697;0,124427
M0260;Centre-Val de Loire;Loches;musee Lansyer;1, rue Lansyer;museelansyer-loches.fr/;47,126829;0,997457
M0264;Centre-Val de Loire;Seuilly;musee Rabelais;3 La Deviniere;www.musee-rabelais.fr/;47,140806;0,179096
M0267;Centre-Val de Loire;Tours;musee du vin de Touraine;16, rue Nationale;;47,393692;0,687373
M1133;Centre-Val de Loire;Savigne-sur-Lathan;musee du Savigneen;10 rue du faubourg de la Rue;museedusavigneen.fr/;47,445748;0,319748
M1183;Centre-Val de Loire;Loches;musee du terroir;;www.ville-loches.fr/conservation-des-collections-de-la-ville-article-3-11-90.html;47,128196;0,994671
M0286;Centre-Val de Loire;Orleans;musee des beaux-arts;Place Sainte-Croix;www.orleans-metropole.fr/culture/musees-expositions/le-musee-des-beaux-arts;47,901573;1,90861
M0287;Centre-Val de Loire;Orleans;hotel Cabu, musee d'histoire et d'archeologie;Square Abbe Desnoyers;www.orleans-metropole.fr/culture/musees-expositions/hotel-cabu-musee-dhistoire-et-darcheologie;47,900952;1,905193
M0289;Centre-Val de Loire;Pithiviers;musee municipal;17, rue de la Couronne;;48,172521;2,255004
M7053;Centre-Val de Loire;Orleans;museum d'Orleans pour la biodiversite et l'environnement;2 rue Marcel Proust;www.orleans-metropole.fr/culture/musees-expositions/museum-dorleans-pour-la-biodiversite-et-lenvironnement;47,907734;1,909578
M0278;Centre-Val de Loire;Artenay;musee municipal theatre forain et archeologique;Quartier du Paradis;www.ville-artenay.fr/decouvrir-artenay/lieux-culturels/le-musee-du-theatre-forain/;48,082089;1,879609
M0281;Centre-Val de Loire;Chatillon-Coligny;musee d'art et d'archeologie;2 faubourg du Puyrault;www.chatillon-coligny.fr/musee.html;47,820625;2,844906
M0283;Centre-Val de Loire;Meung-sur-Loire;musee Gaston Coute;22 rue des Remparts;www.meung-sur-loire.com/culture/402-musee.html?search_query=musee&results=5;47,825556;1,694889
M0279;Centre-Val de Loire;Beaugency;musee Daniel Vannier;2, place Dunois;www.beaugency.fr/decouvrir-beaugency/la-ville-2/au-fil-des-monuments/le-chateau/;47,777611;1,633585
M0280;Centre-Val de Loire;Chateauneuf-sur-Loire;musee de la marine de Loire;1 place Aristide Briand;www.musee-marinedeloire.fr/;47,865212;2,219187
M0284;Centre-Val de Loire;Montargis;musee Girodet;2 rue du Faubourg de la Chaussee;www.musee-girodet.fr/;47,997528;2,737205
M0285;Centre-Val de Loire;Montargis;musee du Gatinais;7, rue du Chateau;;47,998314;2,729233
M0282;Centre-Val de Loire;Gien;chateau-musee de Gien : chasse, histoire et nature en Val de Loire;Esplanade du Chateau;www.chateaumuseegien.fr/;47,68592;2,630092
M1083;Centre-Val de Loire;Blois;maison de la magie;1 bis, place du Chateau;www.maisondelamagie.fr/;47,586566;1,332917
M0275;Centre-Val de Loire;Romorantin-Lathenay;musee de Sologne;;www.museedesologne.com/;47,35732336;1,743688267
M0276;Centre-Val de Loire;Thesee;musee archeologique;Parc du Vaulx Saint-Georges;www.communedethesee.com/commune/;47,32849039;1,306555055
M0273;Centre-Val de Loire;Mer;musee de la Corbilliere;Parc de la Corbilliere;www.mer41.fr/La-Corbilliere-279;47,697723;1,503586
M0277;Centre-Val de Loire;Vendome;musee municipal;;www.vendome.eu/le-musee;47,792111;1,064507
M0274;Centre-Val de Loire;Naveil;atelier musee Louis Leygue;rue des Venages;;47,795395;1,04019
M7024;Centre-Val de Loire;Blois;museum d'histoire naturelle;rue Anne de Bretagne;www.blois.fr/attractive/remarquable/museum;47,585122;1,33302
M0271;Centre-Val de Loire;Blois;chateau musees;6 place du chateau;www.chateaudeblois.fr/2120-le-musee.htm;47,585598;1,331665
M0325;Corse;Ajaccio;musee napoleonien;;;41,92499;8,735937
M0324;Corse;Ajaccio;musee palais Fesch;50-52, rue Cardinal Fesch;www.musee-fesch.com/;41,922406;8,738487
M0326;Corse;Levie;musee de l'Alta-Rocca;Quartier Prato;www.corsedusud.fr/nos-competences/patrimoine-et-culture/musee-departemental-de-laltarocca/;41,704223;9,125161
M5046;Corse;Ajaccio;musee national de la maison Bonaparte;Rue saint Charles;musees-nationaux-malmaison.fr/musee-maisonbonaparte/;41,917701;8,73795
M0327;Corse;Sartene;musee de prehistoire corse;Bd Jacques NICOLAI;www.isula.corsica/patrimoine/Musee-de-Sartene_a71.html;41,620485;8,973941
M0328;Corse;Aleria;musee Jerome Carcopino;;www.haute-corse.fr/site/index.php?page=musee-archeologie-aleria;42,113417;9,512108
M0331;Corse;Morosaglia;musee Pascal Paoli;;www.haute-corse.fr/site/index.php?page=musee-pascal-paoli;42,43788816;9,309353824
